Year,Month,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,Residential_Retail Price,Industrial_Retail Price,Commercial_Retail Price,CLDD,TAVG,AWND,HTDD,area,population,solar-generation,Spring,Summer,Fall,Winter,Residential_Usage,Industrial_Usage,Commercial_Usage
2014,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.99,6.8,8.72,0,24.63093525,10.86666667,1243.94964,77116,853583,0,0,0,0,1,491,237,394
2014,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.06,5.53,10.16,0.018181818,42.81818182,5.177777778,679.6181818,42144,6587008,3,0,0,0,1,3636,1966,2581
2014,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.81,6.25,8.03,8.954081633,51.11882952,8.707462687,432.5892857,268597,27427912,5,0,0,0,1,10200,8716,10653
2014,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.27,5.59,7.65,0,29.21463415,5.858333333,1104.58885,84897,2978089,1,0,0,0,1,771,827,905
2014,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.89,6.96,8.38,0,40.98928571,6.247058824,739.6964286,42775,8357573,1,0,0,0,1,4570,1427,3777
2014,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.67,10.03,14.34,0,26.85263158,5.3,1169.605263,9616,625216,0,0,0,0,1,203,127,167
2014,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.19,4.02,7.81,0,34.90434783,5.384848485,926.5956522,71298,7154574,0,0,0,0,1,3718,2316,2529
2014,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.2,7.2,10.58,0,25.55243243,7.405555556,1214.410811,65496,5760155,1,0,0,0,1,2087,1918,1986
2014,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.09,5.7,7.8,0,37.55121951,6.636363636,836.7073171,24230,1842670,0,0,0,0,1,1241,1078,634
2014,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.47,6.51,8.65,0,23.76334842,8.683333333,1270.837104,97812,585356,0,0,0,0,1,295,881,355
2015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.09,14.21,16.88,0,12.51716172,8.269047619,1587.829431,664988,737498,0,0,0,0,1,219,112,251
2015,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.92,5.53,10.51,0.428571429,43.08285714,5.947058824,671.3142857,52420,4852347,0,0,0,0,1,3250,2830,1929
2015,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.71,5.75,7.67,0,38.08490566,6.276470588,826.7735849,53178,2978048,0,0,0,0,1,1894,1239,948
2015,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.99,5.84,9.45,0.101449275,43.84154589,4.884210526,649.9758454,113990,6829676,33,0,0,0,1,2343,1176,2196
2015,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,10.61,13.8,2.503355705,49.78741611,3.87,470.716443,163694,38918045,79,0,0,0,1,7594,3654,9125
2015,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.52,6.98,9.24,0,27.67872928,9.08,1152.28453,104094,5450623,11,0,0,0,1,1676,1225,1689
2015,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.08,13.26,16.72,0,23.66956522,8.4625,1278.086957,5544,3587122,5,0,0,0,1,1296,272,1090
2015,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.04,8.28,9.14,0,31.42,8.5,1023.8,2489,941252,3,0,0,0,1,584,190,369
2015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.72,8.21,9.74,71.17948718,61.43974359,7.793333333,179.2115385,65758,20209042,5,0,0,0,1,9064,1339,7084
2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.49,6,9.91,1.207920792,44.84059406,5.864705882,621.3960396,59425,10178447,0,0,0,0,1,5528,2630,3853
2015,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.06,26.67,30.93,127.8679245,67.44716981,7.088888889,53.18867925,10926,1422052,16,0,0,0,1,216,281,238
2015,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5.34,8.02,0,21.46176471,10.8,1328.875,56273,3120960,1,0,0,0,1,1565,1670,1086
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.61,5.62,7.57,0,28.51019608,3.433333333,1124.262745,83568,1651059,0,0,0,0,1,915,508,538
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.45,6.8,8.81,0,24.50437956,9.255555556,1243.022059,57916,12858913,1,0,0,0,1,4408,3605,4447
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.98,6.89,9.83,0,25.09340659,8.8,1233.087912,36417,6608422,0,0,0,0,1,3645,4039,2073
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.37,7.6,9.63,0,31.43660131,9.4,1034.888889,82278,2909011,0,0,0,0,1,1285,901,1253
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.64,5.22,9.01,0,32.07126437,7.055555556,1007.781609,40411,4425976,1,0,0,0,1,2902,2606,1682
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.92,5.53,8.9,0.875,46.96,6.83125,553.5625,51988,4664628,0,0,0,0,1,2813,2920,1938
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.81,13.54,16.55,0,22.97142857,9.689473684,1283.015873,10554,6794228,34,0,0,0,1,2003,623,2228
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8.92,11.09,0,30.58709677,8.025,1061.612903,12406,5985562,10,0,0,0,1,3312,294,2433
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.41,9.2,13.71,0,13.32463768,7.508333333,1594.376812,35384,1328262,0,0,0,0,1,480,247,353
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.54,6.52,10.01,0,16.73121387,9.384615385,1476.745665,96713,9931715,1,0,0,0,1,3428,2459,3227
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31,6.58,8.99,0,13.704,9.475,1567.422857,86935,5482032,1,0,0,0,1,2293,1860,2036
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.43,5.77,7.92,0,30.68263889,8.261111111,1046.430556,69702,6071732,5,0,0,0,1,3637,1397,2600
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.91,6.53,10.92,0.620253165,43.53,6.854545455,656.0759494,48432,2988471,0,0,0,0,1,1771,1288,1098
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.67,5.3,10.87,0,26.23370787,8.931578947,1186.768362,147039,1030475,0,0,0,0,1,575,370,444
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.52,6.37,8.47,0.257894737,39.25368421,6.245833333,791.6105263,53819,10031646,4,0,0,0,1,6210,2069,3950
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.24,7.77,8.17,0,15.97349398,11.68888889,1493.036145,70698,754066,0,0,0,0,1,615,583,620
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.01,6.82,8.15,0,26.87612903,10.41764706,1177.380645,77349,1891277,0,0,0,0,1,1061,820,784
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1,12.99,15.81,0,15.30869565,10.22222222,1526.586957,9348,1336350,0,0,0,0,1,459,154,380
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.46,10.17,12.02,0,27.3,7.545454545,1157.28125,8723,8867949,60,0,0,0,1,2732,617,3262
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.14,6.3,10.11,0,34.11020408,9.432142857,950.4897959,121590,2089291,5,0,0,0,1,647,604,693
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.69,5.9,9.5,0,36.81989247,4.26,867.8810811,110572,2866939,4,0,0,0,1,988,1126,689
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.28,6.24,14.68,0,18.12642857,9.48,1440.185714,54555,19654666,13,0,0,0,1,4660,1478,6379
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.22,6.8,9.67,0,24.16534653,9.373076923,1256.019802,44825,11617527,3,0,0,0,1,5607,4271,4068
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.66,5.18,7.18,0,37.97460317,8.725,835.6209677,69899,3909500,0,0,0,0,1,2238,1479,1597
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.27,5.65,8.67,0.031700288,39.56426513,4.116666667,782.870317,98379,4015792,2,0,0,0,1,1990,1026,1339
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.76,7.06,9.51,0,23.18613139,8.388461538,1288.10219,46055,12784826,6,0,0,0,1,5914,3867,3826
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.73,15.28,18,0,25.67777778,9.4,1219.333333,1545,1056065,1,0,0,0,1,300,65,310
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.92,6.02,10.02,0.207317073,42.88780488,6.061538462,675.8292683,32021,4891938,0,0,0,0,1,3101,2321,1804
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.13,7.04,8.99,0,23.04014085,11.30625,1295.901408,77116,853988,0,0,0,0,1,526,229,423
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,5.84,10.02,0,35.6212766,6.34,897.3642857,42144,6591170,4,0,0,0,1,4322,1929,2845
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.49,5.93,8.4,0.89821883,44.36979695,8.147761194,631.437659,268597,27470056,6,0,0,0,1,13244,8481,10835
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.26,5.57,7.89,0,30.91701389,4.575,1052.597222,84897,2981835,1,0,0,0,1,789,865,897
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.81,7.45,8.45,0.026548673,33.84778761,7.117647059,960.1150442,42775,8361808,1,0,0,0,1,5228,1320,4275
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.5,10.44,14.08,0,11.24054054,6.44,1628.675676,9616,625216,1,0,0,0,1,228,124,176
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.64,4.17,8.1,0,36.67043478,3.906060606,870.3217391,71298,7163657,0,0,0,0,1,3863,2360,2552
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.46,7.2,10.47,0,16.21283422,8.444444444,1502.86631,65496,5760940,1,0,0,0,1,2180,1965,2040
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.06,5.85,7.82,0,28.10519481,7.472727273,1120.675325,24230,1842050,0,0,0,0,1,1479,1181,727
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.27,6.51,8.77,0,24.64716157,7.721052632,1242.995633,97812,585613,0,0,0,0,1,313,919,354
2015,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.05,14.37,16.98,0,16.40423453,8.762790698,1345.813115,664988,737828,0,0,0,0,1,195,112,241
2015,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.16,5.91,11.02,0.203703704,40.40277778,7.2,677.4814815,52420,4853279,0,0,0,0,1,3097,2561,1777
2015,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.07,5.86,7.96,0,35.40288462,7.729411765,819.6730769,53178,2979037,0,0,0,0,1,1703,1236,915
2015,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.52,5.98,9.58,3.285024155,50.19082126,5.972222222,414.52657,113990,6838959,34,0,0,0,1,1703,1079,1935
2015,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.13,10.54,13.91,6.949263502,53.47303922,5.449382716,326.98527,163694,38938801,84,0,0,0,1,6101,3641,8419
2015,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.89,7.35,9.77,0,30.19283747,9.536666667,969.4683196,104094,5458006,11,0,0,0,1,1400,1162,1523
2015,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.91,14.26,17.27,0,15.80434783,8.0125,1377.434783,5544,3586374,5,0,0,0,1,1334,269,1062
2015,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.46,9.47,10.78,0,26.26,9.15,1037.6,2489,941891,4,0,0,0,1,503,181,365
2015,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.88,8.42,10.07,36.19135802,59.1308642,8.572340426,198.6481481,65758,20242745,5,0,0,0,1,8355,1266,6506
2015,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,6.26,10.35,0.15,42.698,6.794117647,615.92,59425,10188734,0,0,0,0,1,5221,2495,3572
2015,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.59,23.69,27.69,153.1481481,69.06111111,8.966666667,41.98148148,10926,1422511,17,0,0,0,1,188,266,239
2015,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.46,5.36,8.19,0,14.08623188,11.37333333,1408.985507,56273,3121828,1,0,0,0,1,1259,1727,999
2015,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.36,5.88,7.79,0,34.922,4.961904762,839.152,83568,1653669,0,0,0,0,1,672,491,514
2015,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.88,6.96,9.01,0,17.96449275,10.12222222,1292.73913,57916,12855714,1,0,0,0,1,4071,3498,4103
2015,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6.91,9.85,0,19.09673913,9.366666667,1275.228261,36417,6610579,0,0,0,0,1,3357,3792,1888
2015,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.75,7.69,9.77,0,30.03006536,10.25652174,971.5751634,82278,2909164,0,0,0,0,1,1116,873,1198
2015,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.72,5.6,9.34,0,25.89651163,8.133333333,1082.870588,40411,4426993,1,0,0,0,1,2902,2490,1619
2015,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.93,5.49,8.81,1.225,47.2575,7.488235294,490.3375,51988,4665754,0,0,0,0,1,2642,2803,1866
2015,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7,14.7,17.62,0,15.46779661,9.305263158,1375.525424,10554,6796676,39,0,0,0,1,1960,626,2179
2015,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06,9.06,11.38,0,24.84375,8.575,1114.375,12406,5987042,12,0,0,0,1,3076,304,2501
2015,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.54,12.13,14.31,0,6.588059701,7.741666667,1630.41791,35384,1328517,0,0,0,0,1,453,231,331
2015,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.71,6.99,10.39,0,8.003977273,9.096153846,1577.647727,96713,9933286,2,0,0,0,1,2861,2599,3090
2015,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.39,6.75,8.89,0,5.535955056,9.94375,1646.196629,86935,5457051,1,0,0,0,1,1985,1769,1843
2015,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.57,5.91,8.09,0,25.30915493,9.25,1086.035211,69702,6058780,5,0,0,0,1,3500,1331,2476
